time A B
3.3668341708542715 0.3376051488421741 0.6623948511578259
3.4170854271356785 0.3372949889787633 0.6627050110212367
3.4673366834170856 0.33700734861336723 0.6629926513866328
3.5175879396984926 0.3367405926930645 0.6632594073069356
3.5678391959798996 0.33649320487974893 0.6635067951202511
3.6180904522613067 0.3362637789307107 0.6637362210692893
3.6683417085427137 0.3360510107050384 0.6639489892949616
3.7185929648241207 0.335853690750406 0.6641463092495941
3.7688442211055277 0.3356706974281036 0.6643293025718964
3.819095477386935 0.3355009905372337 0.6644990094627663
3.869346733668342 0.3353436054018289 0.6646563945981712
3.919597989949749 0.3351976473872814 0.6648023526127186
3.969849246231156 0.3350622868149134 0.6649377131850867
4.020100502512563 0.33493675424577957 0.6650632457542205
4.07035175879397 0.33482033610689577 0.6651796638931042
4.120603015075377 0.334712370635029 0.665287629364971
4.170854271356784 0.3346122441149939 0.6653877558850061
4.2211055276381915 0.33451938739107084 0.6654806126089292
4.2713567839195985 0.3344332726317175 0.6655667273682825
4.3216080402010055 0.33435341032918103 0.665646589670819
4.371859296482413 0.33427934651695745 0.6657206534830425
4.42211055276382 0.33421066018928003 0.66578933981072
4.472361809045227 0.33414696090796886 0.6658530390920312
4.522613065326634 0.33408788658303745 0.6659121134169625
4.572864321608041 0.3340331014144411 0.6659668985855589
4.623115577889448 0.3339822939832666 0.6660177060167334
4.673366834170855 0.33393517548151347 0.6660648245184866
4.723618090452262 0.33389147807040376 0.6661085219295962
4.773869346733669 0.3338509533578887 0.6661490466421113
4.824120603015076 0.3338133709866973 0.6661866290133027
4.874371859296483 0.3337785173249014 0.6662214826750986
4.92462311557789 0.33374619425155433 0.6662538057484457
4.974874371859297 0.33371621803049845 0.6662837819695016
5.025125628140704 0.33368841826594187 0.6663115817340581
5.075376884422111 0.3336626369338667 0.6663373630661333
5.125628140703518 0.3336387274837627 0.6663612725162373
5.175879396984925 0.3336165540055805 0.6663834459944196
5.226130653266332 0.3335959904571695 0.6664040095428305
5.276381909547739 0.3335769199478077 0.6664230800521923
5.326633165829146 0.33355923407375304 0.666440765926247
5.376884422110553 0.3335428323020361 0.6664571676979639
5.42713567839196 0.3335276213989942 0.6664723786010058
5.477386934673367 0.33351351490029757 0.6664864850997024
5.527638190954774 0.333500432619454 0.666499567380546
5.577889447236181 0.3334883001919997 0.6665116998080003
5.628140703517588 0.3334770486527846 0.6665229513472154
5.678391959798995 0.3334666140439494 0.6665333859560506
5.728643216080402 0.3334569370513652 0.6665430629486349
5.778894472361809 0.33344796266747095 0.6665520373325291
5.8291457286432165 0.3334396398785898 0.6665603601214102
5.8793969849246235 0.33343192137494937 0.6665680786250506
5.9296482412060305 0.33342476328175497 0.666575236718245
5.9798994974874375 0.33341812490978984 0.6665818750902102
6.030150753768845 0.33341196852412247 0.6665880314758775
6.080402010050252 0.3334062591296077 0.6665937408703924
6.130653266331659 0.33340096427196114 0.6665990357280389
6.180904522613066 0.33339605385327764 0.6666039461467224
6.231155778894473 0.3333914999609434 0.6666085000390566
6.28140703517588 0.3333872767089707 0.6666127232910293
6.331658291457287 0.3333833600908525 0.6666166399091475
6.381909547738694 0.33337972784310044 0.6666202721568996
6.432160804020101 0.3333763593186915 0.6666236406813085
6.482412060301508 0.3333732353697021 0.6666267646302979
6.532663316582915 0.33337033823846496 0.666629661761535
6.582914572864322 0.3333676514566277 0.6666323485433723
6.633165829145729 0.33336515975154085 0.6666348402484592
6.683417085427136 0.3333628489594423 0.6666371510405578
6.733668341708543 0.3333607059449457 0.6666392940550543
6.78391959798995 0.33335871852637355 0.6666412814736264
6.834170854271357 0.3333568754065128 0.6666431245934872
6.884422110552764 0.33335516610839666 0.6666448338916033
6.934673366834171 0.33335358091575024 0.6666464190842498
6.984924623115578 0.33335211081775934 0.6666478891822407
7.035175879396985 0.33335074745785 0.66664925254215
7.085427135678392 0.3333494830861864 0.6666505169138136
7.135678391959799 0.3333483105156181 0.6666516894843819
7.185929648241206 0.33334722308082554 0.6666527769191745
7.236180904522613 0.33334621460043207 0.666653785399568
7.28643216080402 0.3333452793418668 0.6666547206581332
7.336683417085427 0.33334441198877834 0.6666555880112217
7.386934673366834 0.3333436076108148 0.6666563923891853
7.437185929648241 0.333342861635598 0.666657138364402
7.4874371859296485 0.33334216982273235 0.6666578301772677
7.5376884422110555 0.3333415282397006 0.6666584717602995
7.5879396984924625 0.3333409332395106 0.6666590667604895
7.63819095477387 0.3333403814399637 0.6666596185600363
7.688442211055277 0.3333398697044299 0.6666601302955701
7.738693467336684 0.3333393951240174 0.6666606048759827
7.788944723618091 0.3333389550010376 0.6666610449989624
7.839195979899498 0.3333385468336709 0.6666614531663291
7.889447236180905 0.3333381683017448 0.6666618316982552
7.939698492462312 0.3333378172535455 0.6666621827464545
7.989949748743719 0.33333749169358684 0.6666625083064132
8.040201005025127 0.33333718977126703 0.666662810228733
8.090452261306533 0.33333690977034935 0.6666630902296506
8.14070351758794 0.33333665009920616 0.6666633499007939
8.190954773869347 0.333336409281772 0.666663590718228
8.241206030150755 0.3333361859491525 0.6666638140508475
8.291457286432161 0.3333359788318435 0.6666640211681565
8.341708542713569 0.33333578675251446 0.6666642132474856
8.391959798994975 0.33333560861931644 0.6666643913806836
8.442211055276383 0.33333544341967514 0.6666645565803249
8.492462311557789 0.3333352902145355 0.6666647097854645
8.542713567839197 0.33333514813302356 0.6666648518669764
8.592964824120603 0.333335016367496 0.666664983632504
8.643216080402011 0.33333489416894946 0.6666651058310505
8.693467336683417 0.3333347808427629 0.6666652191572371
8.743718592964825 0.3333346757447487 0.6666653242552514
8.793969849246231 0.33333457827749147 0.6666654217225085
8.84422110552764 0.3333344878869516 0.6666655121130485
8.894472361809045 0.33333440405931625 0.6666655959406838
8.944723618090453 0.33333432631807863 0.6666656736819214
8.99497487437186 0.333334254221329 0.666665745778671
9.045226130653267 0.3333341873592433 0.6666658126407567
9.095477386934673 0.3333341253517528 0.6666658746482472
9.145728643216081 0.3333340678463843 0.6666659321536157
9.195979899497488 0.33333401451625644 0.6666659854837436
9.246231155778895 0.33333396505822105 0.666666034941779
9.296482412060302 0.33333391919114075 0.6666660808088593
9.34673366834171 0.33333387665429026 0.6666661233457097
9.396984924623116 0.3333338372058746 0.6666661627941254
9.447236180904524 0.33333380062165463 0.6666661993783454
9.49748743718593 0.33333376669367204 0.666666233306328
9.547738693467338 0.33333373522906806 0.6666662647709319
9.597989949748744 0.33333370604898616 0.6666662939510138
9.648241206030152 0.3333336789875563 0.6666663210124437
9.698492462311558 0.33333365389095126 0.6666663461090487
9.748743718592966 0.3333336306165129 0.6666663693834871
9.798994974874372 0.3333336090319406 0.6666663909680595
9.84924623115578 0.33333358901454 0.66666641098546
9.899497487437186 0.33333357045052475 0.6666664295494753
9.949748743718594 0.3333335532343703 0.6666664467656297
10.0 0.33333353726821363 0.6666664627317864
